fecha,zona,lluvia_madrugada,lluvia_mannana,lluvia_tarde,lluvia_noche,trafico_pesado,medio_transporte
2024-01-25,wrflaestrella,BAJA,BAJA,MEDIA,MEDIA,False,CARRO
2024-01-25,wrfitagui,BAJA,BAJA,BAJA,MEDIA,True,CARRO
2024-01-25,wrfgirardota,MEDIA,BAJA,MEDIA,ALTA,True,MOTO
2024-01-25,wrfenvigado,ALTA,BAJA,BAJA,ALTA,False,CARRO
2024-01-25,wrfcopacabana,MEDIA,BAJA,BAJA,BAJA,False,MOTO
2024-01-25,wrfcaldas,MEDIA,MEDIA,BAJA,BAJA,True,MOTO
2024-01-25,wrfbello,MEDIA,MEDIA,ALTA,ALTA,False,CARRO
2024-01-25,wrfbarbosa,BAJA,MEDIA,MEDIA,BAJA,True,MOTO
2024-01-26,wrfsabaneta,MEDIA,BAJA,ALTA,BAJA,True,MOTO
2024-01-26,wrfpalmitas,MEDIA,MEDIA,BAJA,MEDIA,True,MOTO
2024-01-26,wrfmedOriente,ALTA,MEDIA,BAJA,BAJA,True,MOTO
2024-01-26,wrfmedOccidente,MEDIA,BAJA,MEDIA,MEDIA,False,CARRO
2024-01-26,wrfmedCentro,BAJA,MEDIA,BAJA,BAJA,False,MOTO
2024-01-26,wrflaestrella,BAJA,MEDIA,BAJA,BAJA,True,MOTO
2024-01-26,wrfitagui,MEDIA,MEDIA,ALTA,MEDIA,True,CARRO
2024-01-26,wrfgirardota,BAJA,MEDIA,MEDIA,ALTA,False,CARRO
2024-01-26,wrfenvigado,MEDIA,BAJA,ALTA,MEDIA,True,MOTO
2024-01-26,wrfcopacabana,MEDIA,BAJA,ALTA,BAJA,True,MOTO
2024-01-26,wrfcaldas,ALTA,BAJA,ALTA,BAJA,True,MOTO
2024-01-26,wrfbello,MEDIA,MEDIA,BAJA,MEDIA,False,CARRO
2024-01-26,wrfbarbosa,MEDIA,BAJA,ALTA,BAJA,True,CARRO
2024-01-27,wrfsabaneta,BAJA,BAJA,BAJA,ALTA,True,MOTO
2024-01-27,wrfpalmitas,MEDIA,BAJA,MEDIA,ALTA,False,CARRO
2024-01-27,wrfmedOriente,MEDIA,BAJA,BAJA,ALTA,False,MOTO
2024-01-27,wrfmedOccidente,BAJA,BAJA,BAJA,MEDIA,True,MOTO
2024-01-27,wrfmedCentro,BAJA,BAJA,BAJA,MEDIA,False,CARRO
2024-01-27,wrflaestrella,MEDIA,MEDIA,MEDIA,MEDIA,True,MOTO
2024-01-27,wrfitagui,BAJA,ALTA,BAJA,MEDIA,True,MOTO
2024-01-27,wrfgirardota,MEDIA,MEDIA,MEDIA,BAJA,False,MOTO
2024-01-27,wrfenvigado,MEDIA,MEDIA,BAJA,MEDIA,False,MOTO
2024-01-27,wrfcopacabana,BAJA,BAJA,BAJA,MEDIA,False,MOTO
2024-01-27,wrfcaldas,ALTA,MEDIA,BAJA,BAJA,True,MOTO
2024-01-27,wrfbello,ALTA,BAJA,BAJA,MEDIA,False,MOTO
2024-01-27,wrfbarbosa,BAJA,BAJA,ALTA,MEDIA,True,MOTO
2024-01-28,wrfsabaneta,BAJA,BAJA,BAJA,MEDIA,False,CARRO
2024-01-28,wrfpalmitas,BAJA,ALTA,BAJA,MEDIA,False,MOTO
2024-01-28,wrfmedOriente,BAJA,BAJA,MEDIA,BAJA,True,MOTO
2024-01-28,wrfmedOccidente,BAJA,MEDIA,BAJA,ALTA,True,MOTO
2024-01-28,wrfmedCentro,BAJA,BAJA,BAJA,MEDIA,True,MOTO
2024-01-28,wrflaestrella,MEDIA,BAJA,ALTA,BAJA,True,MOTO
2024-01-28,wrfitagui,ALTA,MEDIA,MEDIA,ALTA,True,MOTO
2024-01-28,wrfgirardota,BAJA,BAJA,BAJA,BAJA,True,MOTO
2024-01-28,wrfenvigado,MEDIA,MEDIA,MEDIA,BAJA,True,MOTO
2024-01-28,wrfcopacabana,BAJA,BAJA,MEDIA,BAJA,False,CARRO
2024-01-28,wrfcaldas,MEDIA,MEDIA,MEDIA,BAJA,False,CARRO
2024-01-28,wrfbello,MEDIA,MEDIA,BAJA,MEDIA,True,MOTO
2024-01-28,wrfbarbosa,BAJA,MEDIA,MEDIA,ALTA,True,MOTO
2024-01-29,wrfsabaneta,BAJA,BAJA,ALTA,MEDIA,True,CARRO
2024-01-29,wrfpalmitas,MEDIA,ALTA,MEDIA,MEDIA,True,MOTO
2024-01-29,wrfmedOriente,BAJA,MEDIA,MEDIA,MEDIA,False,CARRO
2024-01-29,wrfmedOccidente,BAJA,BAJA,BAJA,BAJA,False,CARRO
2024-01-29,wrfmedCentro,BAJA,BAJA,MEDIA,BAJA,True,MOTO
2024-01-29,wrflaestrella,MEDIA,MEDIA,ALTA,BAJA,False,CARRO
2024-01-29,wrfitagui,BAJA,MEDIA,BAJA,BAJA,False,CARRO
2024-01-29,wrfgirardota,BAJA,BAJA,BAJA,ALTA,False,CARRO
2024-01-29,wrfenvigado,BAJA,ALTA,MEDIA,MEDIA,False,CARRO
2024-01-29,wrfcopacabana,ALTA,BAJA,BAJA,MEDIA,True,MOTO
2024-01-29,wrfcaldas,BAJA,BAJA,BAJA,BAJA,False,MOTO
2024-01-29,wrfbello,BAJA,MEDIA,BAJA,BAJA,False,MOTO
2024-01-29,wrfbarbosa,MEDIA,BAJA,ALTA,BAJA,False,CARRO
2024-01-30,wrfsabaneta,BAJA,BAJA,BAJA,BAJA,False,MOTO
2024-01-30,wrfpalmitas,MEDIA,MEDIA,BAJA,MEDIA,True,MOTO
2024-01-30,wrfmedOriente,BAJA,BAJA,MEDIA,BAJA,False,CARRO
2024-01-30,wrfmedOccidente,MEDIA,ALTA,BAJA,BAJA,True,MOTO
2024-01-30,wrfmedCentro,BAJA,BAJA,BAJA,BAJA,False,CARRO
2024-01-30,wrflaestrella,ALTA,BAJA,BAJA,MEDIA,True,MOTO
2024-01-30,wrfitagui,BAJA,BAJA,BAJA,ALTA,True,MOTO
2024-01-30,wrfgirardota,BAJA,BAJA,BAJA,BAJA,False,MOTO
2024-01-30,wrfenvigado,BAJA,BAJA,ALTA,BAJA,True,MOTO
2024-01-30,wrfcopacabana,BAJA,BAJA,BAJA,MEDIA,False,CARRO
2024-01-30,wrfcaldas,BAJA,MEDIA,MEDIA,BAJA,False,CARRO
2024-01-30,wrfbello,BAJA,BAJA,MEDIA,BAJA,True,MOTO
2024-01-30,wrfbarbosa,BAJA,ALTA,MEDIA,BAJA,False,MOTO
2024-01-31,wrfsabaneta,MEDIA,BAJA,BAJA,MEDIA,False,CARRO
2024-01-31,wrfpalmitas,BAJA,ALTA,MEDIA,BAJA,False,CARRO
2024-01-31,wrfmedOriente,MEDIA,BAJA,BAJA,ALTA,True,MOTO
2024-01-31,wrfmedOccidente,BAJA,MEDIA,BAJA,BAJA,True,MOTO
2024-01-31,wrfmedCentro,BAJA,BAJA,BAJA,ALTA,False,CARRO
2024-01-31,wrflaestrella,BAJA,BAJA,MEDIA,ALTA,False,MOTO
2024-01-31,wrfitagui,ALTA,BAJA,MEDIA,MEDIA,True,MOTO
2024-01-31,wrfgirardota,MEDIA,MEDIA,ALTA,MEDIA,True,MOTO
2024-01-31,wrfenvigado,MEDIA,MEDIA,MEDIA,ALTA,False,CARRO
2024-01-31,wrfcopacabana,BAJA,ALTA,BAJA,BAJA,False,CARRO
2024-01-31,wrfcaldas,MEDIA,BAJA,BAJA,MEDIA,True,MOTO
2024-01-31,wrfbello,MEDIA,MEDIA,BAJA,BAJA,True,MOTO
2024-01-31,wrfbarbosa,BAJA,BAJA,MEDIA,MEDIA,True,MOTO
2024-02-01,wrfsabaneta,BAJA,BAJA,BAJA,BAJA,False,MOTO
2024-02-01,wrfpalmitas,BAJA,MEDIA,BAJA,MEDIA,True,MOTO
2024-02-01,wrfmedOriente,ALTA,BAJA,BAJA,MEDIA,False,CARRO
2024-02-01,wrfmedOccidente,BAJA,BAJA,MEDIA,BAJA,False,CARRO
2024-02-01,wrfmedCentro,ALTA,MEDIA,ALTA,BAJA,False,CARRO
2024-02-01,wrflaestrella,BAJA,BAJA,BAJA,BAJA,True,MOTO
2024-02-01,wrfitagui,MEDIA,BAJA,BAJA,MEDIA,False,CARRO
2024-02-01,wrfgirardota,MEDIA,MEDIA,ALTA,BAJA,False,CARRO
2024-02-01,wrfenvigado,ALTA,BAJA,BAJA,BAJA,True,MOTO
2024-02-01,wrfcopacabana,ALTA,MEDIA,ALTA,MEDIA,False,CARRO
2024-02-01,wrfcaldas,BAJA,BAJA,MEDIA,BAJA,False,CARRO
2024-02-01,wrfbello,BAJA,MEDIA,MEDIA,MEDIA,True,MOTO
2024-02-01,wrfbarbosa,MEDIA,BAJA,BAJA,ALTA,True,MOTO
2024-02-02,wrfsabaneta,BAJA,BAJA,MEDIA,MEDIA,False,CARRO
2024-02-02,wrfpalmitas,MEDIA,MEDIA,MEDIA,MEDIA,False,CARRO
2024-02-02,wrfmedOriente,BAJA,BAJA,BAJA,MEDIA,True,MOTO
2024-02-02,wrfmedOccidente,MEDIA,BAJA,MEDIA,ALTA,False,CARRO
2024-02-02,wrfmedCentro,BAJA,BAJA,MEDIA,ALTA,True,MOTO
2024-02-02,wrflaestrella,ALTA,MEDIA,BAJA,BAJA,False,MOTO
2024-02-02,wrfitagui,MEDIA,BAJA,BAJA,ALTA,True,MOTO
2024-02-02,wrfgirardota,MEDIA,BAJA,MEDIA,MEDIA,True,MOTO
2024-02-02,wrfenvigado,BAJA,BAJA,BAJA,BAJA,False,CARRO
2024-02-02,wrfcopacabana,BAJA,BAJA,BAJA,MEDIA,False,CARRO
2024-02-02,wrfcaldas,MEDIA,BAJA,BAJA,ALTA,False,MOTO
2024-02-02,wrfbello,MEDIA,BAJA,BAJA,BAJA,True,CARRO
2024-02-02,wrfbarbosa,BAJA,MEDIA,BAJA,BAJA,False,MOTO
2024-02-03,wrfsabaneta,BAJA,MEDIA,MEDIA,ALTA,True,CARRO
2024-02-03,wrfpalmitas,BAJA,BAJA,MEDIA,MEDIA,True,MOTO
2024-02-03,wrfmedOriente,ALTA,BAJA,BAJA,BAJA,False,MOTO
2024-02-03,wrfmedOccidente,BAJA,MEDIA,BAJA,BAJA,False,CARRO
2024-02-03,wrfmedCentro,MEDIA,BAJA,MEDIA,BAJA,True,MOTO
2024-02-03,wrflaestrella,MEDIA,MEDIA,BAJA,MEDIA,False,MOTO
2024-02-03,wrfitagui,MEDIA,BAJA,BAJA,ALTA,False,MOTO
2024-02-03,wrfgirardota,ALTA,MEDIA,MEDIA,MEDIA,False,MOTO
2024-02-03,wrfenvigado,BAJA,BAJA,BAJA,BAJA,False,CARRO
2024-02-03,wrfcopacabana,BAJA,MEDIA,MEDIA,MEDIA,True,MOTO
2024-02-03,wrfcaldas,BAJA,MEDIA,BAJA,BAJA,True,MOTO
2024-02-03,wrfbello,MEDIA,MEDIA,BAJA,BAJA,False,MOTO
2024-02-03,wrfbarbosa,MEDIA,BAJA,BAJA,BAJA,False,MOTO
2024-02-04,wrfsabaneta,BAJA,BAJA,MEDIA,BAJA,True,MOTO
2024-02-04,wrfpalmitas,BAJA,BAJA,ALTA,ALTA,False,CARRO
2024-02-04,wrfmedOriente,BAJA,MEDIA,MEDIA,MEDIA,False,MOTO
2024-02-04,wrfmedOccidente,MEDIA,BAJA,MEDIA,BAJA,False,CARRO
2024-02-04,wrfmedCentro,BAJA,MEDIA,MEDIA,ALTA,True,CARRO
2024-02-04,wrflaestrella,MEDIA,BAJA,BAJA,BAJA,True,MOTO
2024-02-04,wrfitagui,MEDIA,BAJA,BAJA,BAJA,True,MOTO
2024-02-04,wrfgirardota,BAJA,BAJA,BAJA,MEDIA,True,MOTO
2024-02-04,wrfenvigado,BAJA,BAJA,BAJA,BAJA,True,MOTO
2024-02-04,wrfcopacabana,MEDIA,BAJA,BAJA,MEDIA,True,CARRO
2024-02-04,wrfcaldas,BAJA,BAJA,MEDIA,BAJA,True,MOTO
2024-02-04,wrfbello,BAJA,BAJA,ALTA,BAJA,False,CARRO
2024-02-04,wrfbarbosa,BAJA,BAJA,BAJA,MEDIA,False,MOTO
2024-02-05,wrfsabaneta,MEDIA,BAJA,ALTA,BAJA,True,MOTO
2024-02-05,wrfpalmitas,BAJA,BAJA,BAJA,BAJA,True,MOTO
2024-02-05,wrfmedOriente,BAJA,BAJA,BAJA,BAJA,False,MOTO
2024-02-05,wrfmedOccidente,BAJA,ALTA,BAJA,BAJA,True,CARRO
2024-02-05,wrfmedCentro,BAJA,BAJA,BAJA,ALTA,True,MOTO
2024-02-05,wrflaestrella,BAJA,MEDIA,BAJA,BAJA,False,CARRO
2024-02-05,wrfitagui,BAJA,MEDIA,BAJA,BAJA,True,MOTO
2024-02-05,wrfgirardota,MEDIA,MEDIA,BAJA,BAJA,True,MOTO
2024-02-05,wrfenvigado,BAJA,BAJA,BAJA,BAJA,True,MOTO
2024-02-05,wrfcopacabana,ALTA,MEDIA,BAJA,BAJA,True,MOTO
2024-02-05,wrfcaldas,BAJA,BAJA,BAJA,MEDIA,False,CARRO
2024-02-05,wrfbello,ALTA,BAJA,BAJA,ALTA,True,MOTO
2024-02-05,wrfbarbosa,BAJA,BAJA,BAJA,BAJA,False,MOTO
2024-02-06,wrfsabaneta,ALTA,BAJA,BAJA,MEDIA,False,CARRO
2024-02-06,wrfpalmitas,MEDIA,ALTA,MEDIA,BAJA,True,MOTO
2024-02-06,wrfmedOriente,BAJA,BAJA,BAJA,MEDIA,True,MOTO
2024-02-06,wrfmedOccidente,MEDIA,MEDIA,BAJA,BAJA,True,MOTO
2024-02-06,wrfmedCentro,BAJA,BAJA,MEDIA,BAJA,False,CARRO
2024-02-06,wrflaestrella,BAJA,BAJA,MEDIA,BAJA,True,MOTO
2024-02-06,wrfitagui,BAJA,BAJA,BAJA,BAJA,False,MOTO
2024-02-06,wrfgirardota,MEDIA,BAJA,BAJA,BAJA,True,MOTO
2024-02-06,wrfenvigado,ALTA,BAJA,MEDIA,BAJA,True,MOTO
2024-02-06,wrfcopacabana,MEDIA,BAJA,BAJA,MEDIA,False,CARRO
2024-02-06,wrfcaldas,BAJA,BAJA,BAJA,BAJA,False,CARRO
2024-02-06,wrfbello,BAJA,BAJA,MEDIA,MEDIA,True,MOTO
2024-02-06,wrfbarbosa,BAJA,BAJA,ALTA,MEDIA,False,CARRO
2024-02-07,wrfsabaneta,MEDIA,MEDIA,MEDIA,BAJA,False,CARRO
2024-02-07,wrfpalmitas,MEDIA,BAJA,BAJA,MEDIA,True,MOTO
2024-02-07,wrfmedOriente,MEDIA,MEDIA,BAJA,ALTA,False,MOTO
2024-02-07,wrfmedOccidente,BAJA,BAJA,ALTA,MEDIA,True,MOTO
2024-02-07,wrfmedCentro,BAJA,MEDIA,ALTA,BAJA,False,CARRO
2024-02-07,wrflaestrella,MEDIA,MEDIA,ALTA,ALTA,False,CARRO
2024-02-07,wrfitagui,MEDIA,BAJA,MEDIA,BAJA,False,CARRO
2024-02-07,wrfgirardota,BAJA,BAJA,BAJA,BAJA,False,MOTO
2024-02-07,wrfenvigado,BAJA,BAJA,MEDIA,ALTA,False,MOTO
2024-02-07,wrfcopacabana,ALTA,BAJA,BAJA,BAJA,False,CARRO
2024-02-07,wrfcaldas,MEDIA,MEDIA,MEDIA,MEDIA,True,MOTO
2024-02-07,wrfbello,ALTA,MEDIA,BAJA,ALTA,True,MOTO
2024-02-07,wrfbarbosa,MEDIA,MEDIA,MEDIA,BAJA,False,CARRO
2024-02-08,wrfsabaneta,MEDIA,MEDIA,MEDIA,BAJA,True,MOTO
2024-02-08,wrfpalmitas,MEDIA,BAJA,BAJA,BAJA,False,CARRO
2024-02-08,wrfmedOriente,ALTA,BAJA,MEDIA,MEDIA,False,MOTO
2024-02-08,wrfmedOccidente,ALTA,BAJA,BAJA,MEDIA,True,MOTO
2024-02-08,wrfmedCentro,MEDIA,MEDIA,BAJA,BAJA,True,MOTO
2024-02-08,wrflaestrella,MEDIA,MEDIA,BAJA,ALTA,False,CARRO
2024-02-08,wrfitagui,BAJA,MEDIA,MEDIA,BAJA,False,CARRO
2024-02-08,wrfgirardota,BAJA,BAJA,MEDIA,BAJA,True,MOTO
2024-02-08,wrfenvigado,MEDIA,MEDIA,BAJA,BAJA,True,CARRO
2024-02-08,wrfcopacabana,BAJA,BAJA,BAJA,MEDIA,False,CARRO
2024-02-08,wrfcaldas,BAJA,BAJA,BAJA,MEDIA,True,MOTO
2024-02-08,wrfbello,MEDIA,BAJA,ALTA,BAJA,False,CARRO
2024-02-08,wrfbarbosa,ALTA,BAJA,ALTA,MEDIA,True,MOTO
2024-02-09,wrfsabaneta,MEDIA,MEDIA,ALTA,BAJA,True,MOTO
2024-02-09,wrfpalmitas,MEDIA,BAJA,MEDIA,BAJA,True,CARRO
2024-02-09,wrfmedOriente,BAJA,ALTA,BAJA,MEDIA,True,MOTO
2024-02-09,wrfmedOccidente,ALTA,MEDIA,BAJA,BAJA,False,MOTO
2024-02-09,wrfmedCentro,BAJA,MEDIA,BAJA,BAJA,False,CARRO
2024-02-09,wrflaestrella,MEDIA,BAJA,BAJA,ALTA,True,MOTO
2024-02-09,wrfitagui,BAJA,MEDIA,BAJA,MEDIA,False,CARRO
2024-02-09,wrfgirardota,BAJA,BAJA,MEDIA,BAJA,True,MOTO
2024-02-09,wrfenvigado,MEDIA,ALTA,BAJA,BAJA,True,MOTO
2024-02-09,wrfcopacabana,BAJA,ALTA,BAJA,MEDIA,True,MOTO
2024-02-09,wrfcaldas,MEDIA,BAJA,BAJA,MEDIA,False,CARRO
2024-02-09,wrfbello,ALTA,ALTA,MEDIA,MEDIA,False,MOTO
2024-02-09,wrfbarbosa,BAJA,MEDIA,BAJA,ALTA,False,CARRO
2024-02-10,wrfsabaneta,MEDIA,BAJA,MEDIA,ALTA,False,MOTO
2024-02-10,wrfpalmitas,ALTA,BAJA,MEDIA,MEDIA,True,CARRO
2024-02-10,wrfmedOriente,BAJA,BAJA,MEDIA,ALTA,False,MOTO
2024-02-10,wrfmedOccidente,ALTA,BAJA,ALTA,MEDIA,True,MOTO
2024-02-10,wrfmedCentro,BAJA,ALTA,MEDIA,MEDIA,False,CARRO
2024-02-10,wrflaestrella,BAJA,ALTA,BAJA,BAJA,False,MOTO
2024-02-10,wrfitagui,BAJA,BAJA,BAJA,MEDIA,True,MOTO
2024-02-10,wrfgirardota,MEDIA,BAJA,BAJA,MEDIA,True,MOTO
2024-02-10,wrfenvigado,MEDIA,BAJA,ALTA,BAJA,False,CARRO
2024-02-10,wrfcopacabana,ALTA,ALTA,MEDIA,ALTA,False,CARRO
2024-02-10,wrfcaldas,BAJA,BAJA,MEDIA,MEDIA,True,MOTO
2024-02-10,wrfbello,BAJA,BAJA,ALTA,BAJA,True,MOTO
2024-02-10,wrfbarbosa,ALTA,ALTA,MEDIA,MEDIA,False,CARRO
2024-02-11,wrfsabaneta,BAJA,MEDIA,BAJA,MEDIA,True,MOTO
2024-02-11,wrfpalmitas,MEDIA,MEDIA,MEDIA,BAJA,True,MOTO
2024-02-11,wrfmedOriente,BAJA,ALTA,BAJA,MEDIA,False,MOTO
2024-02-11,wrfmedOccidente,MEDIA,BAJA,BAJA,MEDIA,False,MOTO
2024-02-11,wrfmedCentro,BAJA,ALTA,MEDIA,MEDIA,False,CARRO
2024-02-11,wrflaestrella,MEDIA,BAJA,BAJA,BAJA,True,MOTO
2024-02-11,wrfitagui,BAJA,MEDIA,BAJA,ALTA,False,CARRO
2024-02-11,wrfgirardota,MEDIA,MEDIA,BAJA,BAJA,False,CARRO
2024-02-11,wrfenvigado,BAJA,MEDIA,MEDIA,BAJA,True,MOTO
2024-02-11,wrfcopacabana,BAJA,ALTA,MEDIA,BAJA,False,CARRO
2024-02-11,wrfcaldas,BAJA,BAJA,MEDIA,BAJA,True,MOTO
2024-02-11,wrfbello,BAJA,MEDIA,BAJA,BAJA,False,CARRO
2024-02-11,wrfbarbosa,ALTA,MEDIA,MEDIA,ALTA,True,CARRO
2024-02-12,wrfsabaneta,MEDIA,BAJA,MEDIA,MEDIA,True,MOTO
2024-02-12,wrfpalmitas,BAJA,BAJA,ALTA,BAJA,True,MOTO
2024-02-12,wrfmedOriente,MEDIA,MEDIA,ALTA,MEDIA,True,MOTO
2024-02-12,wrfmedOccidente,MEDIA,BAJA,MEDIA,BAJA,True,MOTO
2024-02-12,wrfmedCentro,MEDIA,ALTA,MEDIA,BAJA,True,MOTO
2024-02-12,wrflaestrella,MEDIA,BAJA,MEDIA,BAJA,True,MOTO
2024-02-12,wrfitagui,MEDIA,MEDIA,BAJA,BAJA,False,CARRO
2024-02-12,wrfgirardota,MEDIA,ALTA,BAJA,BAJA,False,MOTO
2024-02-12,wrfenvigado,BAJA,BAJA,BAJA,BAJA,True,MOTO
2024-02-12,wrfcopacabana,BAJA,BAJA,MEDIA,MEDIA,True,MOTO
2024-02-12,wrfcaldas,ALTA,BAJA,BAJA,BAJA,True,CARRO
2024-02-12,wrfbello,BAJA,BAJA,BAJA,MEDIA,False,MOTO
2024-02-12,wrfbarbosa,BAJA,BAJA,BAJA,BAJA,True,MOTO
2024-02-13,wrfsabaneta,MEDIA,MEDIA,BAJA,BAJA,False,MOTO
2024-02-13,wrfpalmitas,BAJA,BAJA,BAJA,MEDIA,False,MOTO
2024-02-13,wrfmedOriente,ALTA,MEDIA,BAJA,BAJA,True,MOTO
2024-02-13,wrfmedOccidente,BAJA,BAJA,MEDIA,BAJA,False,MOTO
2024-02-13,wrfmedCentro,MEDIA,MEDIA,BAJA,MEDIA,True,MOTO
2024-02-13,wrflaestrella,MEDIA,MEDIA,BAJA,BAJA,False,CARRO
2024-02-13,wrfitagui,BAJA,BAJA,MEDIA,BAJA,True,MOTO
2024-02-13,wrfgirardota,BAJA,MEDIA,BAJA,MEDIA,True,CARRO
2024-02-13,wrfenvigado,BAJA,MEDIA,MEDIA,MEDIA,True,MOTO
2024-02-13,wrfcopacabana,ALTA,ALTA,BAJA,BAJA,True,MOTO
2024-02-13,wrfcaldas,MEDIA,BAJA,BAJA,BAJA,True,CARRO
2024-02-13,wrfbello,BAJA,BAJA,BAJA,MEDIA,True,MOTO
2024-02-13,wrfbarbosa,BAJA,BAJA,BAJA,BAJA,False,MOTO
2024-02-14,wrfsabaneta,BAJA,BAJA,BAJA,BAJA,True,MOTO
2024-02-14,wrfpalmitas,BAJA,BAJA,MEDIA,BAJA,False,CARRO
2024-02-14,wrfmedOriente,ALTA,MEDIA,BAJA,BAJA,False,MOTO
2024-02-14,wrfmedOccidente,MEDIA,BAJA,MEDIA,ALTA,True,MOTO
2024-02-14,wrfmedCentro,ALTA,BAJA,BAJA,BAJA,False,MOTO
2024-02-14,wrflaestrella,MEDIA,MEDIA,ALTA,BAJA,False,CARRO
2024-02-14,wrfitagui,BAJA,MEDIA,MEDIA,MEDIA,True,MOTO
2024-02-14,wrfgirardota,MEDIA,BAJA,MEDIA,BAJA,True,MOTO
2024-02-14,wrfenvigado,BAJA,BAJA,BAJA,BAJA,False,CARRO
2024-02-14,wrfcopacabana,ALTA,BAJA,MEDIA,BAJA,True,MOTO
2024-02-14,wrfcaldas,BAJA,BAJA,BAJA,BAJA,False,CARRO
2024-02-14,wrfbello,MEDIA,BAJA,ALTA,MEDIA,False,CARRO
2024-02-14,wrfbarbosa,BAJA,BAJA,BAJA,BAJA,True,MOTO
2024-02-15,wrfsabaneta,ALTA,BAJA,MEDIA,BAJA,False,MOTO
2024-02-15,wrfpalmitas,ALTA,BAJA,BAJA,BAJA,False,CARRO
2024-02-15,wrfmedOriente,BAJA,BAJA,MEDIA,ALTA,False,CARRO
2024-02-15,wrfmedOccidente,BAJA,BAJA,BAJA,BAJA,False,MOTO
2024-02-15,wrfmedCentro,MEDIA,BAJA,MEDIA,MEDIA,True,MOTO
2024-02-15,wrflaestrella,ALTA,MEDIA,MEDIA,BAJA,False,CARRO
2024-02-15,wrfitagui,MEDIA,BAJA,BAJA,BAJA,True,MOTO
2024-02-15,wrfgirardota,BAJA,BAJA,MEDIA,BAJA,True,MOTO
2024-02-15,wrfenvigado,BAJA,ALTA,MEDIA,MEDIA,False,MOTO
2024-02-15,wrfcopacabana,BAJA,BAJA,MEDIA,BAJA,True,MOTO
2024-02-15,wrfcaldas,BAJA,MEDIA,ALTA,MEDIA,True,CARRO
2024-02-15,wrfbello,ALTA,BAJA,ALTA,MEDIA,False,CARRO
2024-02-15,wrfbarbosa,MEDIA,BAJA,BAJA,BAJA,False,MOTO
2024-02-16,wrfsabaneta,MEDIA,BAJA,BAJA,BAJA,True,MOTO
2024-02-16,wrfpalmitas,MEDIA,BAJA,BAJA,BAJA,True,MOTO
2024-02-16,wrfmedOriente,MEDIA,BAJA,MEDIA,MEDIA,True,MOTO
2024-02-16,wrfmedOccidente,BAJA,MEDIA,BAJA,BAJA,True,MOTO
2024-02-16,wrfmedCentro,BAJA,BAJA,MEDIA,MEDIA,True,MOTO
2024-02-16,wrflaestrella,BAJA,BAJA,MEDIA,BAJA,True,CARRO
2024-02-16,wrfitagui,BAJA,BAJA,BAJA,BAJA,False,CARRO
2024-02-16,wrfgirardota,MEDIA,BAJA,BAJA,BAJA,False,MOTO
2024-02-16,wrfenvigado,BAJA,BAJA,BAJA,MEDIA,False,CARRO
2024-02-16,wrfcopacabana,BAJA,BAJA,MEDIA,BAJA,True,MOTO
2024-02-16,wrfcaldas,MEDIA,BAJA,MEDIA,MEDIA,True,MOTO
2024-02-16,wrfbello,BAJA,BAJA,MEDIA,ALTA,False,CARRO
2024-02-16,wrfbarbosa,MEDIA,MEDIA,MEDIA,ALTA,False,MOTO
2024-02-17,wrfsabaneta,MEDIA,BAJA,MEDIA,BAJA,True,MOTO
2024-02-17,wrfpalmitas,MEDIA,BAJA,BAJA,BAJA,True,MOTO
2024-02-17,wrfmedOriente,BAJA,ALTA,BAJA,BAJA,True,CARRO
2024-02-17,wrfmedOccidente,MEDIA,BAJA,BAJA,BAJA,True,MOTO
2024-02-17,wrfmedCentro,ALTA,MEDIA,ALTA,MEDIA,True,MOTO
2024-02-17,wrflaestrella,ALTA,ALTA,BAJA,ALTA,False,CARRO
2024-02-17,wrfitagui,BAJA,MEDIA,BAJA,MEDIA,False,MOTO
2024-02-17,wrfgirardota,BAJA,BAJA,BAJA,BAJA,False,CARRO
2024-02-17,wrfenvigado,BAJA,BAJA,ALTA,BAJA,True,MOTO
2024-02-17,wrfcopacabana,MEDIA,BAJA,BAJA,BAJA,True,MOTO
2024-02-17,wrfcaldas,BAJA,BAJA,BAJA,BAJA,False,CARRO
2024-02-17,wrfbello,ALTA,BAJA,BAJA,BAJA,False,CARRO
2024-02-17,wrfbarbosa,BAJA,BAJA,MEDIA,MEDIA,False,CARRO
2024-02-18,wrfsabaneta,BAJA,BAJA,MEDIA,BAJA,False,MOTO
2024-02-18,wrfpalmitas,MEDIA,MEDIA,BAJA,MEDIA,True,MOTO
2024-02-18,wrfmedOriente,BAJA,BAJA,BAJA,MEDIA,False,CARRO
2024-02-18,wrfmedOccidente,BAJA,BAJA,BAJA,MEDIA,False,MOTO
2024-02-18,wrfmedCentro,BAJA,MEDIA,BAJA,BAJA,True,MOTO
2024-02-18,wrflaestrella,BAJA,MEDIA,MEDIA,ALTA,True,MOTO
2024-02-18,wrfitagui,BAJA,ALTA,MEDIA,MEDIA,True,MOTO
2024-02-18,wrfgirardota,MEDIA,BAJA,BAJA,MEDIA,False,CARRO
2024-02-18,wrfenvigado,BAJA,BAJA,BAJA,MEDIA,False,MOTO
2024-02-18,wrfcopacabana,BAJA,BAJA,BAJA,BAJA,True,MOTO
2024-02-18,wrfcaldas,BAJA,MEDIA,BAJA,BAJA,False,MOTO
2024-02-18,wrfbello,BAJA,MEDIA,BAJA,MEDIA,True,MOTO
